,买家,评价内容,图片,时间,客服回复,商品抬头,价格,追加评论,追加评论时间
0,紫枫琳4857,按摩椅真心很赞。我家里专门留了放按摩椅的地方，选了好长时间选了这款，没让我失望，颜值高功能全，之前买了其他品牌的，收到很差不是很满意，按摩的很生硬就退了。这款按摩的舒服，做工非常好，功能也比较多，有自动和手动选择。按摩舒适度高，家里人都非常喜欢。已经快一个星期了，才来评价，客服态度非常好，值得推荐！,"[""https://img.alicdn.com/imgextra/i4/0/O1CN01yQ5kcx2IH87ThDzrA_!!0-rate.jpg_400x400.jpg"", ""https://img.alicdn.com/imgextra/i1/0/O1CN011jiL4n2IH87UEB29x_!!0-rate.jpg_400x400.jpg"", ""https://img.alicdn.com/imgextra/i3/0/O1CN01g5bXd02IH87UfoAcp_!!0-rate.jpg_400x400.jpg""]",[2019-08-05 11:52:21],[解释] 谢谢亲的选择和支持，我们关注每一位用户的购买与使用体验，珍惜买家的每一份反馈，使用过程中有任何问题都可以随时召唤在线客服！亲亲的建议被采纳后，我们会有精美小礼品相送哦~~~~,【七夕价】KGC/卡杰诗星月电动按摩椅家用全自动全身揉捏太空舱多功能沙发椅,52800.0,,
0,静子就是我,此用户没有填写评价。,[],[2019-08-05 11:11:30],,【七夕价】KGC/卡杰诗星月电动按摩椅家用全自动全身揉捏太空舱多功能沙发椅,52800.0,,
0,静子就是我,此用户没有填写评价。,[],[2019-08-05 11:11:21],,KGC/卡杰诗星月电动按摩椅家用全自动全身揉捏太空舱多功能沙发椅,52800.0,,
0,静子就是我,此用户没有填写评价。,[],[2019-08-05 11:10:23],,KGC/卡杰诗星月电动按摩椅家用全自动全身揉捏太空舱多功能沙发椅,52800.0,,
0,静子就是我,此用户没有填写评价。,[],[2019-08-05 11:10:10],,KGC/卡杰诗星月电动按摩椅家用全自动全身揉捏太空舱多功能沙发椅,52800.0,,
0,静子就是我,颜色很喜欢，时尚大气。爸爸用了感觉很舒服很放松，按摩力度也适中，还能调节，脚底有滚轮按摩，很舒适，机械手可以按摩整个后背。按摩椅操作也方便，有APP很智能。家里老人经常腰酸背痛很适合用这个，品牌也信得过。物流送上门的，发货之前和我确认了楼道尺寸，后面还打了电话确认送上门了，很负责！客服也很好，很赞！,"[""https://img.alicdn.com/imgextra/i2/0/O1CN01AJOnmp28dRFkxV76Q_!!0-rate.jpg_400x400.jpg"", ""https://img.alicdn.com/imgextra/i2/0/O1CN01gN8TYr28dRFlM9dHU_!!0-rate.jpg_400x400.jpg"", ""https://img.alicdn.com/imgextra/i1/0/O1CN01OtaSTv28dRFm1QbGI_!!0-rate.jpg_400x400.jpg""]",[2019-08-05 11:09:42],[解释] 日益累积的努力终能被看到，脱颖而出也并不是没有理由，KGC好产品、好服务，经得起时间考验，任何问题交给我们，定不负所望！谢谢亲爱的一直以来支持和信任，祝您生活愉快~~,KGC/卡杰诗星月电动按摩椅家用全自动全身揉捏太空舱多功能沙发椅,52800.0,,
0,renjing1000,此用户没有填写评价。,[],[2019-08-05 10:14:02],,【七夕价】KGC/卡杰诗星河智能全自动全身太空舱按摩椅零重力按摩沙发椅,79800.0,,
0,gege931028,此用户没有填写评价。,[],[2019-08-05 09:53:14],,KGC/卡杰诗智能豪华电动按摩椅全自动全身太空舱零重力家用沙发椅,79800.0,,
0,纳尼13801424492,此用户没有填写评价。,"[""https://img.alicdn.com/imgextra/i4/0/O1CN017848ry2CI9J0lai2S_!!0-rate.jpg_400x400.jpg""]",[2019-08-04 18:32:55],,KGC/卡杰诗智能豪华电动按摩椅全自动全身太空舱零重力家用沙发椅,79800.0,,
0,静静儿哟_n,此用户没有填写评价。,[],[2019-08-04 13:40:49],,KGC/卡杰诗休闲迷你智能按摩椅家用新款小型全自动电动按摩沙发椅,19800.0,,
0,静静儿哟_n,此用户没有填写评价。,[],[2019-08-04 13:40:42],,KGC/卡杰诗休闲迷你智能按摩椅家用新款小型全自动电动按摩沙发椅,19800.0,,
0,静静儿哟_n,此用户没有填写评价。,[],[2019-08-04 13:40:15],,KGC/卡杰诗休闲迷你智能按摩椅家用新款小型全自动电动按摩沙发椅,19800.0,,
0,sep9162,此用户没有填写评价。,[],[2019-08-04 12:14:02],,【七夕价】KGC/卡杰诗K3按摩椅家用全自动太空舱全身揉捏多功能电动老人沙发,12000.0,,
0,谢3195,此用户没有填写评价。,[],[2019-08-04 10:54:30],,【七夕价】KGC/卡杰诗智能豪华电动按摩椅全自动全身太空舱零重力家用沙发椅,79800.0,,
0,liaorongrong1,此用户没有填写评价。,[],[2019-08-04 08:36:19],,【七夕价】KGC/卡杰诗星月电动按摩椅家用全自动全身揉捏太空舱多功能沙发椅,52800.0,,
0,liaorongrong1,此用户没有填写评价。,[],[2019-08-04 08:36:19],,【七夕价】KGC/卡杰诗星月电动按摩椅家用全自动全身揉捏太空舱多功能沙发椅,52800.0,,
0,liaorongrong1,此用户没有填写评价。,[],[2019-08-04 08:36:18],,【七夕价】KGC/卡杰诗星月电动按摩椅家用全自动全身揉捏太空舱多功能沙发椅,52800.0,,
0,拿拿波拿拿,首先，按摩椅很漂亮，力度也够劲道。做了一遍浑身轻松。 其次要吐槽苏宁物流！！！计划8月2号送到，然后工作人员给我打电话说车子“可能坏了”，要延迟送货时间。我表示理解，可以等。回头给我发了条短信，说是按我的要求延迟送货时间。我真服了。自己物流不给力，责任直接推客户身上？送到家也不给开箱验货！！！ 之前买了台锐铂尔按摩椅，虽说因为给我发了台别人用过的，我给退了！但是人家发的顺风，而且师傅送货上门开箱验货！服务水平直接碾压苏宁物流了！！！,"[""https://img.alicdn.com/imgextra/i1/0/O1CN01RYSAp52CWLaCxiS84_!!0-rate.jpg_400x400.jpg"", ""https://img.alicdn.com/imgextra/i3/0/O1CN01zT1dat2CWLaHNwg78_!!0-rate.jpg_400x400.jpg""]",[2019-08-03 22:13:13],[解释] 非常感谢亲爱的对我们kgc卡杰诗的支持与认可，对于您反馈的物流问题客服第一时间进行了处理，非常抱歉给您带来了不便，后期我们也会不断的加强物流服务意识与态度，不断提升品牌服务质量。您收到产品是我们服务的开始，后期有任何问题亲亲及时联系在线客服或者是联系4006760010服务热线哟~KGC祝您生活愉快！,【七夕价】KGC/卡杰诗休闲迷你智能按摩椅家用新款小型全自动电动按摩沙发椅,19800.0,,
0,莫冉,试了俩天才来评价的哈！是朋友用了觉得不错，推荐给我的！我第一眼是被他不一样的外表给吸引的！嘿嘿～咋一样以为是个可爱的摩托车！ 第一天跑了一个小时 第二天跑了33分钟，挺好用的！客服反应也很快！点名表扬糖糖！嘿嘿～,"[""https://img.alicdn.com/imgextra/i1/0/O1CN01cS43sm22ELra49w2i_!!0-rate.jpg_400x400.jpg"", ""https://img.alicdn.com/imgextra/i3/0/O1CN01CyKZLn22ELrbCcArk_!!0-rate.jpg_400x400.jpg"", ""https://img.alicdn.com/imgextra/i3/0/O1CN01lrTkZq22ELrd812AH_!!0-rate.jpg_400x400.jpg""]",[2019-08-03 10:07:11],[解释] 亲爱的，非常感谢您的支持哦！亲的认可是我们最大的动力，我们会继续努力提升产品和服务质量。在售前、售中、售后把关好每个环节，提供更好、更贴心的服务，KGC期待您继续支持和关注~ 使用满意的话，请多多分享给亲朋好友！祝亲生活愉快，健康好运~,KGC/卡杰诗跑步机家用多功能电动折叠静音智能跑步机女性抖音同款,10800.0,,
0,猫鹿hey,此用户没有填写评价。,[],[2019-08-03 08:50:15],,【七夕价】KGC/卡杰诗休闲迷你智能按摩椅家用新款小型全自动电动按摩沙发椅,19800.0,,
0,好人平安0411,此用户没有填写评价。,[],[2019-08-03 08:09:18],,【七夕价】KGC/卡杰诗休闲迷你智能按摩椅家用新款小型全自动电动按摩沙发椅,19800.0,,
0,tb75157695,此用户没有填写评价。,[],[2019-08-02 15:14:11],,【七夕价】KGC/卡杰诗智能豪华电动按摩椅全自动全身太空舱零重力家用沙发椅,79800.0,,
0,tb75157695,此用户没有填写评价。,[],[2019-08-02 15:14:07],,【七夕价】KGC/卡杰诗智能豪华电动按摩椅全自动全身太空舱零重力家用沙发椅,79800.0,,
0,tb75157695,此用户没有填写评价。,[],[2019-08-02 15:14:00],,【七夕价】KGC/卡杰诗智能豪华电动按摩椅全自动全身太空舱零重力家用沙发椅,79800.0,,
0,杨月5300994934,用着感觉非常好，很舒服，但是看盒子不太像新的，一年换新怎么也值啦！赞赞,[],[2019-08-02 11:41:24],[解释] 谢谢亲的选择和支持，我们关注每一位用户的购买与使用体验，珍惜买家的每一份反馈，使用过程中有任何问题都可以随时召唤在线客服！亲亲的建议被采纳后，我们会有精美小礼品相送哦~~~~,KGC/卡杰诗颈部腰部肩部家用揉捏肩膀颈肩脖子电动颈椎加热披肩,788.0,,
0,tb00893806,此用户没有填写评价。,[],[2019-08-02 09:48:49],,【七夕价】KGC/卡杰诗智能豪华电动按摩椅全自动全身太空舱零重力家用沙发椅,79800.0,,
0,lvm19891227,按摩椅很好也很漂亮,"[""https://img.alicdn.com/imgextra/i2/0/O1CN01PHMHLb1HimEWHBR5c_!!0-rate.jpg_400x400.jpg""]",[2019-08-02 09:15:21],[解释] 日益累积的努力终能被看到，脱颖而出也并不是没有理由，KGC好产品、好服务，经得起时间考验，任何问题交给我们，定不负所望！谢谢亲爱的一直以来支持和信任，祝您生活愉快~~,KGC/卡杰诗星月按摩椅家用全自动全身揉捏太空舱多功能电动沙发椅,52800.0,,
0,一抹绿茶1989,家里人都非常满意，椅子高端时光，价格也不贵，功能也非常的多。对于我的咨询客服非常有耐心，介绍的非常详细，使我对线上买大件按摩椅的忧虑消散了不少，安装人员非常认真，很快安装好了，还介绍了怎么使用，非常赞！,"[""https://img.alicdn.com/imgextra/i3/0/O1CN01XfG9G41LS4FKcIYSB_!!0-rate.jpg_400x400.jpg"", ""https://img.alicdn.com/imgextra/i3/0/O1CN01DV3ze91LS4FL0RKGH_!!0-rate.jpg_400x400.jpg""]",[2019-08-01 17:52:36],[解释] 您每次的好评都让我们万分期待，也是对我们最大的鼓励，我们一定加倍努力，让你买的开心，用的放心，生活更添舒心。感谢您一如既往对KGC的支持，不论何时，我们都会陪伴在您的身边，为服务做好120分的准备与努力，祝亲爱的生活愉快，健康好运。,KGC/卡杰诗星月电动按摩椅家用全自动全身揉捏太空舱多功能沙发椅,52800.0,,
0,一抹绿茶1989,此用户没有填写评价。,[],[2019-08-01 17:51:41],,KGC/卡杰诗星月电动按摩椅家用全自动全身揉捏太空舱多功能沙发椅,52800.0,,
0,一抹绿茶1989,此用户没有填写评价。,[],[2019-08-01 17:51:06],,KGC/卡杰诗星月电动按摩椅家用全自动全身揉捏太空舱多功能沙发椅,52800.0,,
0,王呦呦呦呦,此用户没有填写评价。,[],[2019-08-01 14:34:40],,【七夕价】KGC/卡杰诗智能豪华电动按摩椅全自动全身太空舱零重力家用沙发椅,79800.0,,
0,王呦呦呦呦,此用户没有填写评价。,[],[2019-08-01 14:34:27],,【七夕价】KGC/卡杰诗智能豪华电动按摩椅全自动全身太空舱零重力家用沙发椅,79800.0,,
0,王呦呦呦呦,此用户没有填写评价。,[],[2019-08-01 14:34:14],,【七夕价】KGC/卡杰诗智能豪华电动按摩椅全自动全身太空舱零重力家用沙发椅,79800.0,,
0,王呦呦呦呦,此用户没有填写评价。,[],[2019-08-01 14:33:55],,【七夕价】KGC/卡杰诗智能豪华电动按摩椅全自动全身太空舱零重力家用沙发椅,79800.0,,
0,王呦呦呦呦,此用户没有填写评价。,[],[2019-08-01 14:33:40],,【七夕价】KGC/卡杰诗智能豪华电动按摩椅全自动全身太空舱零重力家用沙发椅,79800.0,,
0,子若游z,此用户没有填写评价。,[],[2019-08-01 14:24:51],,KGC/卡杰诗星月电动按摩椅家用全自动全身揉捏太空舱多功能沙发椅,52800.0,,
0,子若游z,非常实用的一款按摩椅，外观大气，功能全，有很多不同的模式，适应全家人的需求，也可以选择单独按摩某个部位，真的太棒了。按摩完全身很放松。老人有失眠的习惯，说是按摩完有助睡眠，赞。,"[""https://img.alicdn.com/imgextra/i3/0/O1CN01h0gAZw1ofv5AndRDA_!!0-rate.jpg_400x400.jpg"", ""https://img.alicdn.com/imgextra/i1/0/O1CN01am3nIX1ofv5DB9qcO_!!0-rate.jpg_400x400.jpg""]",[2019-08-01 14:24:29],[解释] 亲爱的，非常感谢您的支持哦！亲的认可是我们最大的动力，我们会继续努力提升产品和服务质量。在售前、售中、售后把关好每个环节，提供更好、更贴心的服务，KGC期待您继续支持和关注~ 使用满意的话，请多多分享给亲朋好友！祝亲生活愉快，健康好运~,KGC/卡杰诗星月电动按摩椅家用全自动全身揉捏太空舱多功能沙发椅,52800.0,,
0,biezhi5230,选的时候就喜欢这个外观，很漂亮。是给家里老人送的生日礼物，家人很开心，现在天天都要按，力度适中，平板操控也很方便，功能模式很多，老人操作上手很快。按摩的舒适度也非常好，不亚于实体店一些所谓的两三万的大牌。客服态度非常好，基本什么时候解答都非常有耐心，赞！,[],[2019-08-01 12:55:27],[解释] 更专业的服务只为给亲带来更好的消费体验！在使用中有任何问题可随时咨询在线客服，也可拨打售后电话4006760010！平日请留意按摩椅的保养哦！ 在不使用的时间里，记得拔掉电源开关，这样能延长按摩椅寿命哦。祝您生活愉快，健康常伴！,KGC/卡杰诗智能豪华电动按摩椅全自动全身太空舱零重力家用沙发椅,79800.0,,
0,biezhi5230,此用户没有填写评价。,[],[2019-08-01 12:46:57],,KGC/卡杰诗智能豪华电动按摩椅全自动全身太空舱零重力家用沙发椅,79800.0,,
0,biezhi5230,此用户没有填写评价。,[],[2019-08-01 12:46:44],,KGC/卡杰诗智能豪华电动按摩椅全自动全身太空舱零重力家用沙发椅,79800.0,,
0,liuweipinglao,此用户没有填写评价。,[],[2019-08-01 06:10:20],,【七夕价】KGC/卡杰诗休闲迷你智能按摩椅家用新款小型全自动电动按摩沙发椅,19800.0,,
0,莱宝强强小思雨,此用户没有填写评价。,[],[2019-07-31 18:11:22],,KGC/卡杰诗暮光按摩椅家用智能机械手零重力太空舱全自动,59800.0,,
0,dyl520123,按摩椅非常好，力量也很好。,"[""https://img.alicdn.com/imgextra/i2/0/O1CN01RgueFz2Kf42yhrkWE_!!0-rate.jpg_400x400.jpg"", ""https://img.alicdn.com/imgextra/i1/0/O1CN01N3AmrP2Kf42zn1ZFD_!!0-rate.jpg_400x400.jpg""]",[2019-07-31 17:00:29],[解释] 看到亲对宝贝的喜爱，我们瞬间动力满满~ 这款宝贝有手机APP功能，可以用手机直接操控按摩椅，随心选择适合的模式，让亲亲更轻松的智享生活。KGC诚挚感谢您的选择和支持，祝亲快乐生活每一天！,KGC/卡杰诗星月电动按摩椅家用全自动全身揉捏太空舱多功能沙发椅,52800.0,,
0,我的女儿张灵昕,此用户没有填写评价。,[],[2019-07-31 15:14:50],,【七夕价】KGC/卡杰诗休闲迷你智能按摩椅家用新款小型全自动电动按摩沙发椅,19800.0,,
0,我的女儿张灵昕,此用户没有填写评价。,[],[2019-07-31 15:14:11],,【七夕价】KGC/卡杰诗休闲迷你智能按摩椅家用新款小型全自动电动按摩沙发椅,19800.0,,
0,pp若兰,此用户没有填写评价。,[],[2019-07-31 14:56:33],,KGC/卡杰诗智能豪华电动按摩椅全自动全身太空舱零重力家用沙发椅,79800.0,,
0,pp若兰,此用户没有填写评价。,[],[2019-07-31 14:55:51],,KGC/卡杰诗智能豪华电动按摩椅全自动全身太空舱零重力家用沙发椅,79800.0,,
0,好韵多,此用户没有填写评价。,[],[2019-07-31 11:39:12],,KGC/卡杰诗肩颈敲打按摩披肩肩膀捶背家用全身按摩器,588.0,,
0,delete_ni,此用户没有填写评价。,[],[2019-07-30 16:46:13],,KGC/卡杰诗星月电动按摩椅家用全自动全身揉捏太空舱多功能沙发椅,52800.0,,
0,delete_ni,此用户没有填写评价。,[],[2019-07-30 16:46:05],,KGC/卡杰诗星月电动按摩椅家用全自动全身揉捏太空舱多功能沙发椅,52800.0,,
0,delete_ni,宝贝很好，很舒服，比家里五年前花两万多买的按摩椅都舒服，功能也多，性价比高，外观也很漂亮，客服服务态度也很好，很耐心，送货师傅也很负责，超级赞。,"[""https://img.alicdn.com/imgextra/i1/0/O1CN01PTtSvQ21q4s4v8F6z_!!0-rate.jpg_400x400.jpg"", ""https://img.alicdn.com/imgextra/i3/0/O1CN01a8AoWy21q4s52PKh3_!!0-rate.jpg_400x400.jpg""]",[2019-07-30 16:45:58],[解释] 更专业的服务只为给亲带来更好的消费体验！在使用中有任何问题可随时咨询在线客服，也可拨打售后电话4006760010！平日请留意按摩椅的保养哦！ 在不使用的时间里，记得拔掉电源开关，这样能延长按摩椅寿命哦。祝您生活愉快，健康常伴！,KGC/卡杰诗星月电动按摩椅家用全自动全身揉捏太空舱多功能沙发椅,52800.0,,
0,幸福晚点名0515,此用户没有填写评价。,[],[2019-07-30 16:26:28],,KGC/卡杰诗智能豪华电动按摩椅全自动全身太空舱零重力家用沙发椅,79800.0,,
0,幸福晚点名0515,此用户没有填写评价。,[],[2019-07-30 16:25:49],,KGC/卡杰诗智能豪华电动按摩椅全自动全身太空舱零重力家用沙发椅,79800.0,,
0,ufo911521,发货快！物流也很快！收到货后第一时间摸索开机后体验了一下自动模式！爽歪歪，0重力下差点睡着！哈哈哈！足部按摩这个功能很不错，等晚上看看说明书在研究研究！客服夏菲很不错！赞一个?我问了很多小姑娘回复及时也准确，希望小红跑步机快快来到！减肥按摩两不误！,"[""https://img.alicdn.com/imgextra/i1/0/O1CN01keXvZL22xh4cZNMp6_!!0-rate.jpg_400x400.jpg""]",[2019-07-30 15:02:41],[解释] 简单的日子就像一杯芳香的茶，越品就会越有味道，好品质的宝贝都会在时间的验证下证明它独特的价值。相信KGC的产品不会让亲爱的失望。感谢您对KGC的支持！好的产品也是需要主人的细心呵护哦！如果使用过程中有任何问题，请即刻与我们联系，我们将竭尽全力为您服务！O(∩_∩)O~,KGC/卡杰诗暮光按摩椅家用智能机械手零重力太空舱全自动,59800.0,,
0,tb1925493,不错，给老人买的第二台了。物流师傅很辛苦，冒着大雨送货，5星好评,[],[2019-07-30 12:37:23],[解释] 谢谢亲的选择和支持，我们关注每一位用户的购买与使用体验，珍惜买家的每一份反馈，使用过程中有任何问题都可以随时召唤在线客服！亲亲的建议被采纳后，我们会有精美小礼品相送哦~~~~,KGC/卡杰诗迷你智能小按摩椅家用新款小型全自动电动按摩沙发椅,11800.0,,
0,liangjie013,早就想要买个按摩椅，在网上看了好久！刚开始看的两三千的，看见功能挺齐全，但是看评价和问大家，总感觉是刷出来的。后来了解了卡杰诗星月，综合性价比、外观、赠品等多方面因素，最终决定入手。 货到后是两个苏宁小伙给送货上门，真心辛苦。实物比想象中高大好多，放好第一时间就坐上去体验，家人都很满意。开始不是特别适应会觉得按摩力度过大，现在习惯了就觉得还好！还可以自己调整按摩程序位置。唯一不足的就是遥控器总是无处安放，虽然侧面有侧插的位置，但是在手部气囊处，按摩手时可能误碰按键，希望改进,"[""https://img.alicdn.com/imgextra/i2/0/O1CN011EDQzr2DOOJm1K2CH_!!0-rate.jpg_400x400.jpg"", ""https://img.alicdn.com/imgextra/i4/0/O1CN01VmQNq32DOOJmj4T3z_!!0-rate.jpg_400x400.jpg"", ""https://img.alicdn.com/imgextra/i2/0/O1CN01LM0nhU2DOOJoXmMvB_!!0-rate.jpg_400x400.jpg""]",[2019-07-29 21:38:23],[解释] 非常感谢您对我们产品的支持与肯定，让KGC可以坚持生产专业的健康产品，追求每一个细节的成功，感谢亲让KGC更加无所畏惧，在今后的岁月里，希望能够继续得到您的信任、关注与支持。这款按摩椅功能强大，受到广大顾客的认可，自动检测体形，不仅可以行走按摩，也可以选择定点按摩，模式丰富专业，可以舒缓全身疲劳并放松身心。衷心感谢亲亲的建议以及对我们坚定不移的选择，祝亲生活愉快，健康好运！,【狂暑价】KGC/卡杰诗星月电动按摩椅家用全自动全身揉捏太空舱多功能沙发椅,52800.0,,
0,t_1499414204547_0491,爸妈非常喜欢，美观实用,[],[2019-07-29 18:44:05],[解释] 我们会以百分百的质量，百分百的态度，让亲爱的感受最贴心的购物体验。以超一流的性价比回馈亲爱的关爱和支持。愿亲幸福快乐每一天！,KGC/卡杰诗迷你智能小按摩椅家用新款小型全自动电动按摩沙发椅,11800.0,,
0,happymgy,此用户没有填写评价。,[],[2019-07-29 14:17:16],,kgc官方旗舰店满10000元-1900元店铺优惠券07/11-07/31,1.0,,
0,死票子,此用户没有填写评价。,[],[2019-07-29 14:03:06],,KGC/卡杰诗休闲迷你智能按摩椅家用新款小型全自动电动按摩沙发椅,19800.0,,
0,汉三hsable,此用户没有填写评价。,[],[2019-07-29 13:37:12],,KGC/卡杰诗星月电动按摩椅家用全自动全身揉捏太空舱多功能沙发椅,52800.0,,
0,8023范贰,此用户没有填写评价。,[],[2019-07-29 13:36:22],,KGC/卡杰诗休闲迷你智能按摩椅家用新款小型全自动电动按摩沙发椅,19800.0,,
0,汉三hsable,此用户没有填写评价。,[],[2019-07-29 13:35:52],,KGC/卡杰诗星月电动按摩椅家用全自动全身揉捏太空舱多功能沙发椅,52800.0,,
0,汉三hsable,按摩椅很好，挺大个，也挺重的。送货的师傅搬了好久才搬到家。按摩功能比较全，力度也可以选到自己适合的，脚底按摩很给力。老婆喜欢拉筋跟捶背那个叩击感。总体都很满意。客服解答很到位！,"[""https://img.alicdn.com/imgextra/i4/0/O1CN01fDo6CL21YfotmHf3l_!!0-rate.jpg_400x400.jpg"", ""https://img.alicdn.com/imgextra/i4/0/O1CN01kgUhdu21Yfoxbk43T_!!0-rate.jpg_400x400.jpg""]",[2019-07-29 13:35:37],[解释] 酒杯里飘出的是真情，咖啡里品尝的是浪漫，清茶中感受的是回味，信息里传递的是友谊，通过网络沟通的我们，因为您的一个好评，一句简单的满意或者很好，给予了我们希望和动力。能让每位亲们得到满意的购物体验，是我们的动力源泉！感谢亲对我们的厚爱，交易过程中如有任何问题欢迎随时咨询，我们将竭诚为您提供专业、用心的服务哦。祝您生活愉快！,KGC/卡杰诗星月电动按摩椅家用全自动全身揉捏太空舱多功能沙发椅,52800.0,,
0,paitonly,此用户没有填写评价。,[],[2019-07-29 13:27:48],,KGC/卡杰诗智能豪华电动按摩椅全自动全身太空舱零重力家用沙发椅,79800.0,,
0,paitonly,此用户没有填写评价。,[],[2019-07-29 13:27:29],,KGC/卡杰诗智能豪华电动按摩椅全自动全身太空舱零重力家用沙发椅,79800.0,,
0,wuling_860315,此用户没有填写评价。,[],[2019-07-29 13:18:50],,KGC/卡杰诗星月电动按摩椅家用全自动全身揉捏太空舱多功能沙发椅,52800.0,,
0,wuling_860315,此用户没有填写评价。,[],[2019-07-29 13:18:42],,KGC/卡杰诗星月电动按摩椅家用全自动全身揉捏太空舱多功能沙发椅,52800.0,,
0,wuling_860315,外观高端大气上档次，买给爸妈用的，开始老爸不肯用，觉得很浪费，被逼着做了一次全身按摩后，现在每天都会使用，看着他们享受的感觉就非常开心，觉得自己买对了。 客服非常耐心解答各种问题，非常耐心，推荐这款性价比很高！,"[""https://img.alicdn.com/imgextra/i2/0/O1CN018M1CZq1sPfUTQM40s_!!0-rate.jpg_400x400.jpg"", ""https://img.alicdn.com/imgextra/i2/0/O1CN01tuPXjg1sPfUVAFfWg_!!0-rate.jpg_400x400.jpg""]",[2019-07-29 13:18:29],[解释] 酒杯里飘出的是真情，咖啡里品尝的是浪漫，清茶中感受的是回味，信息里传递的是友谊，通过网络沟通的我们，因为您的一个好评，一句简单的满意或者很好，给予了我们希望和动力。能让每位亲们得到满意的购物体验，是我们的动力源泉！感谢亲对我们的厚爱，交易过程中如有任何问题欢迎随时咨询，我们将竭诚为您提供专业、用心的服务哦。祝您生活愉快！,KGC/卡杰诗星月电动按摩椅家用全自动全身揉捏太空舱多功能沙发椅,52800.0,,
0,别致5210,此用户没有填写评价。,[],[2019-07-29 11:55:53],,KGC/卡杰诗智能豪华电动按摩椅全自动全身太空舱零重力家用沙发椅,79800.0,,
0,别致5210,此用户没有填写评价。,[],[2019-07-29 11:55:46],,KGC/卡杰诗智能豪华电动按摩椅全自动全身太空舱零重力家用沙发椅,79800.0,,
0,别致5210,总体说特别满意，一分价钱一分货，我们这电影院线下商场都会有按摩椅，相比下有点按摩椅按的真的很难受，我妈妈家有个二万八的按摩椅，实体店买的，按的就很舒服，所以我比较相信贵有贵的好处，滚轮力道非常棒，累的厉害按着特别解乏，气囊力度也特别到位，这款按摩椅气囊都是超大气囊，并且是全包裹的，小胳膊和手都能按到，肩膀的话，还支持调节，我老婆小个子也能轻松驾驭。小腿气囊也是全包裹，酸爽的肌肉再适合不过，脚步的气囊刚刚好，滚轮是从脚跟到脚掌从下往上循环按摩，有痒痒肉的按着特别好玩，设计最棒的应该就是臀部了，气囊充起来的时候整个人都觉得轻松，说到这个零重力，就座椅放放到的时候，脚部能抬到水平位置，座椅中心会往下平移，有种腾空的感觉，不过就那么一下子，腰部有气囊，要注意一点，如果腰部气囊把人拖起来的时候，机械手按摩就比较轻了，所以要机械手按摩腰部的时候，需要关闭气囊哟，座椅的皮子看着不赖，是好东西，太空舱确实省地方，图片里和强的距离就闪开那么大点地方就够了，安装师傅超级棒！满意的一次购物！,[],[2019-07-29 11:55:38],[解释] 我们按摩椅全身都是可以按摩到的哈，有手动程序和自动程序随意切换，操作非常简单，家里不论是老人还是年轻人都能很顺畅的上手哦，自动检测体形，SL导轨不仅可以行走按摩，也可以选择定点按摩，模式丰富专业，一台按摩椅全家都可以使用，省去按摩院的时间和成本哟，一家人都可以使用到呢。通过网络沟通的我们，因为您的一个好评，一句简单的满意或者很好，给予了我们希望和动力。能让每位亲们得到满意的购物体验，是我们的动力源泉！感谢亲对我们的厚爱，交易过程中如有任何问题欢迎随时咨询，我们将竭诚为您提供专业、用心的服务哦。祝您生活愉快~~,KGC/卡杰诗智能豪华电动按摩椅全自动全身太空舱零重力家用沙发椅,79800.0,,
0,逝去的雪4,此用户没有填写评价。,[],[2019-07-29 11:45:15],,KGC/卡杰诗星月电动按摩椅家用全自动全身揉捏太空舱多功能沙发椅,52800.0,,
0,逝去的雪4,此用户没有填写评价。,[],[2019-07-29 11:45:06],,KGC/卡杰诗星月电动按摩椅家用全自动全身揉捏太空舱多功能沙发椅,52800.0,,
0,逝去的雪4,椅子很好，沟通也很愉快。没电梯也送，门宽不太够，师傅拆了扶手进去，安放到位置，服务态度不错。按摩椅力道比较大，不过可以调节，家里老人只能用一二档，还是很满意的。好几年之前帮亲戚买过这个牌子的按摩椅，的确是不错，这次给自己也买了个，希望能像第一个一样能用很多年。,"[""https://img.alicdn.com/imgextra/i2/0/O1CN01QB2SDK1my7aY6cL36_!!0-rate.jpg_400x400.jpg"", ""https://img.alicdn.com/imgextra/i1/0/O1CN01V67T7L1my7ah0THcB_!!0-rate.jpg_400x400.jpg""]",[2019-07-29 11:44:44],[解释] 酒杯里飘出的是真情，咖啡里品尝的是浪漫，清茶中感受的是回味，信息里传递的是友谊，通过网络沟通的我们，因为您的一个好评，一句简单的满意或者很好，给予了我们希望和动力。能让每位亲们得到满意的购物体验，是我们的动力源泉！感谢亲对我们的厚爱，交易过程中如有任何问题欢迎随时咨询，我们将竭诚为您提供专业、用心的服务哦。祝您生活愉快！,KGC/卡杰诗星月电动按摩椅家用全自动全身揉捏太空舱多功能沙发椅,52800.0,,
0,拿什么开始,此用户没有填写评价。,[],[2019-07-29 09:58:39],,KGC/卡杰诗星月电动按摩椅家用全自动全身揉捏太空舱多功能沙发椅,52800.0,,
0,拿什么开始,此用户没有填写评价。,[],[2019-07-29 09:58:27],,KGC/卡杰诗星月电动按摩椅家用全自动全身揉捏太空舱多功能沙发椅,52800.0,,
0,拿什么开始,此用户没有填写评价。,[],[2019-07-29 09:56:18],,KGC/卡杰诗星月电动按摩椅家用全自动全身揉捏太空舱多功能沙发椅,52800.0,,
